name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 70906,  -95.51,  -18.57,  17.95,F2,343.87741659,50.61959129, 7.05, 0.408,0.47,0.47,STAR F2,55.7103064066852
HIP 46543,  -30.31,  -52.70,  18.39,G6IV,237.7241414,32.07913198, 6.25, 0.838,0.85,0.85,STAR G6IV,54.3773790103317
HIP 48341,   13.76,  -28.25,  16.31,A8III,241.67550187,36.39105513, 6.01, 0.171,0.19,0.15,STAR A8III,61.3120784794605
HIP 78089,  147.69, -124.82,  27.29,,5.1529893,35.40470778,11.9, 1.493,2.02,2.02,UNIDENTIFIED,36.6434591425431
HIP 34622,    0.00,  217.85,  15.45,K0III,218.848676,2.23467852, 4.91, 1.020,1.03,1.03,STAR K0III,64.7249190938511
HIP 72309,   -0.75,  -16.55,  12.27,F5,349.08151601,47.9899766, 8.41, 0.558,0.63,0.63,STAR F5,81.4995925020375
HIP 112559, -206.00, -311.74,  31.94,G5V,65.29720689,-52.67506754, 6.67, 0.654,0.72,0.72,STAR G5V,31.3087038196619
HIP 111710,  -68.36, -120.47,  13.92,K2III,62.68224295,-50.75302861, 5.04, 1.140,1.1,1.1,STAR K2III,71.8390804597701
HIP 81170, -133.09, -704.00,  20.71,G5V,11.66563202,27.71359069, 9.60, 0.736,0.9,0.9,STAR G5V,48.2858522452921
HIP 60574, -124.53, -211.96,  19.43,G5,290.41321345,58.0021814, 8.12, 0.664,0.73,0.73,STAR G5,51.4668039114771
HIP 54155, -177.98, -104.13,  40.57,G5,259.42204886,49.41735133, 7.64, 0.770,0.81,0.81,STAR G5,24.6487552378605
HIP 8650,  154.76,  -64.45,  11.73,A5,157.58080958,-62.97934192, 7.20, 0.316,0.36,0.3,STAR A5,85.2514919011083
HIP 81706,   18.15,   33.72,  14.64,F5V,12.70564429,26.33316903, 8.01, 0.463,0.53,0.53,STAR F5V,68.3060109289617
HIP 23475,   42.23,    2.02,  10.48,K3,203.81898171,-26.0262178, 5.86, 1.212,1.17,1.17,STAR K3,95.4198473282443
HIP 66675, -385.78,  482.23,  68.80,M0V,325.35668848,56.54991489, 9.61, 1.376,1.71,1.71,STAR M0V,14.5348837209302
HIP 97272,    5.96,  -48.07,  10.90,G5,35.44920809,-14.07417293, 9.39, 0.680,0.74,0.74,STAR G5,91.743119266055
HIP 9033,   85.91,   33.69,  10.29,F0,159.77545355,-62.31335, 8.42, 0.434,0.5,0.53,STAR F0,97.1817298347911
HIP 105483,  221.62, -125.30,  25.22,K0,48.00595361,-35.09529809, 8.03, 0.762,0.81,0.8,STAR K0,39.6510705789056
HIP 58197, -150.97,   -9.31,  25.60,,277.71782671,55.98177108,11.21, 1.400,1.72,1.72,UNIDENTIFIED,39.0625
HIP 20142,   98.40,  -13.57,  35.16,M0,197.53787226,-35.48786593,10.62, 1.654,2.74,2.74,STAR M0,28.4414106939704
HIP 17085,   -0.37,   -0.32,  12.59,F5,190.67983739,-43.79836501, 9.58, 0.497,0.57,0.57,STAR F5,79.428117553614
HIP 267,  -22.91,  -10.99,  11.66,F2,94.29277979,-64.30950055, 8.09, 0.455,0.52,0.52,STAR F2,85.7632933104631
HIP 32146,  -41.87,    1.01,  14.21,F5,215.6381688,-3.8076706, 6.57, 0.501,0.57,0.57,STAR F5,70.3729767769177
HIP 72618,  -86.11,   25.74,  10.33,G5,350.2069469,47.47558783, 7.86, 0.986,0.97,0.96,STAR G5,96.8054211035818
HIP 37624,    1.45,  -35.81,  14.24,F0,222.62530367,9.56056644, 7.19, 0.341,0.4,0.44,STAR F0,70.2247191011236
HIP 13938,  227.80,  -13.50,  14.15,F8,181.63158355,-51.7447392, 7.76, 0.508,0.58,0.58,STAR F8,70.6713780918728
HIP 37088,  -67.41,   17.74,  16.11,F6III,221.8942112,8.26116845, 5.14, 0.442,0.51,0.51,STAR F6III,62.0732464307883
HIP 26510,   16.47,  -18.68,  10.02,A2,208.16228277,-18.13978198, 6.86, 0.129,0.14,0.12,STAR A2,99.8003992015968
HIP 65940,   50.34,   17.17,  16.86,K2V,321.48618059,57.33032938,10.41, 0.920,0.96,0.92,STAR K2V,59.3119810201661
HIP 10561,  172.81,  -46.17,  12.65,G0,167.84233744,-59.38334844, 8.33, 0.614,0.68,0.68,STAR G0,79.0513833992095
HIP 27435,   62.39, -230.65,  64.25,G4V,209.37751385,-15.84172218, 5.97, 0.639,0.7,0.7,STAR G4V,15.5642023346304
HIP 116106,  178.65, -192.79,  38.11,F8V,79.81899245,-60.08883182, 6.50, 0.531,0.6,0.6,STAR F8V,26.2398320650748
HIP 32644,  -48.94,  -81.11,  22.44,F8...,216.23804656,-2.48828972, 7.02, 0.553,0.58,0.63,STAR F8,44.5632798573975
HIP 18, -127.22,   23.78,  19.93,K5,92.77922717,-63.88504414,11.03, 1.567,1.49,1.49,STAR K5,50.1756146512795
HIP 40317,   -0.73,    2.00,  12.18,G5,226.37572026,16.29196263, 9.58, 0.695,0.75,0.71,STAR G5,82.1018062397373
HIP 79503,  -45.75,  -12.45,  11.95,A5,8.34217262,32.17469558, 6.96, 0.296,0.34,0.34,STAR A5,83.6820083682008
HIP 62039, -219.44, -179.70,  21.51,G0,298.86819202,58.75618958, 7.83, 0.675,0.73,0.73,STAR G0,46.4900046490005
HIP 79836,    8.93,  -59.58,  13.32,F5,9.09453397,31.30473084, 7.21, 0.511,0.58,0.57,STAR F5,75.0750750750751
HIP 73208,  -15.55,  -52.65,  11.37,F5,352.17482188,46.41360716, 7.53, 0.561,0.63,0.63,STAR F5,87.9507475813545
HIP 93717,   20.76,  -26.73,  10.04,K1III,30.87611179,-4.84213438, 5.40, 1.120,1.08,1.08,STAR K1III,99.601593625498
HIP 66815, -202.51,  -64.66,  17.57,G5,326.13117057,56.56095068, 8.83, 0.550,0.62,0.62,STAR G5,56.9151963574274
HIP 44124,  345.31, -581.46,  12.37,F3,232.62796348,25.94782794, 9.66, 0.481,0.55,0.55,STAR F3,80.8407437348424
HIP 52913,  -50.66,   -1.96,  10.43,A2IV,254.79771813,47.10963368, 6.61, 0.211,0.23,0.23,STAR A2IV,95.8772770853308
HIP 40663, -200.35,  -37.25,  21.83,K0,226.87392133,17.19071199, 8.80, 0.826,0.87,0.85,STAR K0,45.8085203847916
HIP 81145,   -5.95,   -3.92,  13.07,B5,11.81611999,27.89774604, 8.94,-0.28,-0.26,-0.26,STAR B5,76.5110941086458
HIP 89288,   16.34,   22.49,  10.43,A2m,24.95346772,6.64209512, 6.59, 0.276,0.3,0.3,STAR A2,95.8772770853308
HIP 60194, -107.10,  -76.27,  13.25,F5,288.33037372,58.00140583, 7.94, 0.526,0.6,0.6,STAR F5,75.4716981132076
HIP 61921,   46.16,  -30.81,  14.18,G0,298.1134378,58.78410971, 8.57, 0.570,0.64,0.63,STAR G0,70.5218617771509
HIP 68716,   47.54, -144.21,  17.52,G5,335.09235466,54.28635525, 8.71, 0.747,0.79,0.86,STAR G5,57.0776255707763
HIP 40613, -145.07, -438.72,  20.46,F8,226.77602487,17.08945825, 7.74, 0.584,0.66,0.66,STAR F8,48.8758553274682
HIP 44584,  -79.02,    1.54,  20.84,F5,233.47984186,27.18590739, 8.00, 0.488,0.56,0.56,STAR F5,47.9846449136276
HIP 41375,  -34.28,  -73.76,  18.83,A5III-IV,227.95885111,19.02141187, 5.60, 0.218,0.24,0.24,STAR A5III,53.1067445565587
HIP 44585,  -71.27,   -0.22,  16.25,,233.48139321,27.18850724, 9.23, 0.641,0.71,0.59,UNIDENTIFIED,61.5384615384615
HIP 31476,   27.05, -145.48,  12.61,F5,214.67783149,-5.34238811, 7.96, 0.536,0.61,0.61,STAR F5,79.3021411578113
HIP 42561, -204.10,   80.70,  12.72,K0,229.88384921,22.04010886, 8.04, 0.947,0.99,0.99,STAR K0,78.6163522012579
HIP 14524, -264.97, -388.85,  17.25,K7,183.47268317,-50.11733848,10.86, 1.413,1.7,1.7,STAR K7,57.9710144927536
HIP 55081,   25.14,   -9.42,  11.27,A3,262.9348437,51.38755731, 6.76, 0.182,0.2,0.17,STAR A3,88.7311446317658
HIP 114355,  -15.06,  -17.28,  10.72,F0,72.09285086,-56.42568605, 8.47, 0.400,0.48,0.48,STAR F0,93.2835820895522
HIP 59983,  -11.56,   31.22,  12.79,F3V+...,287.16917645,57.89530954, 7.08, 0.410,0.48,0.48,STAR F3V,78.1860828772479
HIP 79781,   38.91,    6.67,  21.00,A9Vn,9.03284324,31.52292005, 6.18, 0.326,0.38,0.37,STAR A9V,47.6190476190476
HIP 59984,  -14.32,   22.04,  16.20,F2V,287.16947681,57.90087029, 6.57, 0.363,0.42,0.42,STAR F2V,61.7283950617284
HIP 77542,  -16.86,  -21.11,  10.10,B9,4.17723619,36.91933294, 7.11, 0.095,0.11,0.07,STAR B9,99.009900990099
HIP 115220,  287.25, -109.96,  20.96,F2,75.78353083,-58.1820731, 6.64, 0.520,0.59,0.58,STAR F2,47.7099236641221
HIP 86765, -107.96, -242.76,  33.36,G5,21.48672037,13.14017299, 7.67, 0.676,0.74,0.74,STAR G5,29.9760191846523
HIP 51394,  -87.72,  -32.87,  10.45,G0,249.67961319,43.83536595, 7.71, 0.449,0.52,0.53,STAR G0,95.6937799043062
HIP 41307,  -66.05,  -24.20,  26.09,A0V,227.77911749,18.89204596, 3.91,-0.012,-0.02,-0.02,STAR A0V,38.3288616328095
HIP 47171,  -63.37,  136.75,  11.91,G0,238.66096568,33.73302776, 9.31, 0.580,0.65,0.65,STAR G0,83.9630562552477
HIP 96027,  -60.54,  -38.07,  14.45,K2,34.00983152,-10.67703529, 9.49, 0.630,0.7,1.44,STAR K2,69.204152249135
HIP 59230,  -68.61,  -33.23,  10.42,G5,282.99854683,57.31582248, 9.22, 0.630,0.7,0.7,STAR G5,95.9692898272553
HIP 51784,    0.05, -161.69,  28.36,F8,250.89601805,44.73370847, 6.67, 0.506,0.58,0.59,STAR F8,35.2609308885755
HIP 11045,  264.45, -197.65,  12.73,,169.90425387,-58.2312469,10.34, 0.890,0.93,0.9,UNIDENTIFIED,78.5545954438335
HIP 104435,  -33.26,   33.09,  16.67,G0,46.40544566,-32.2429362, 7.62, 0.625,0.69,0.66,STAR G0,59.9880023995201
HIP 83906,  -54.85, -158.21,  28.26,G8IV-V,16.98300403,20.68577271, 6.35, 0.697,0.72,0.72,STAR G8IV,35.3857041755131
HIP 90539, -198.14, -311.92,  26.20,G0,26.84981909,3.33829923, 8.33, 0.749,0.79,0.79,STAR G0,38.1679389312977
HIP 100783,   35.84,   -1.80,  11.04,F5,40.56693951,-22.7639459, 7.48, 0.484,0.56,0.54,STAR F5,90.5797101449275
HIP 16766, -103.61, -182.86,  13.98,G0,189.58530854,-44.43458041, 8.73, 0.643,0.71,0.71,STAR G0,71.5307582260372
HIP 116402,   48.78,   31.15,  17.20,F2,81.59866605,-60.45863523, 7.23, 0.411,0.48,0.53,STAR F2,58.1395348837209
HIP 113718,  395.50, -207.11,  59.04,K4V,69.79226771,-54.98453905, 7.48, 0.943,0.96,0.96,STAR K4V,16.9376693766938
HIP 77089,  -27.16,  -30.22,  10.80,A3,3.16798997,38.043608, 8.46, 0.388,0.45,0.36,STAR A3,92.5925925925926
HIP 77464,  -29.12,    6.18,  20.34,A5IV,4.07976069,37.18138188, 5.53, 0.120,0.09,0.09,STAR A5IV,49.1642084562439
HIP 74989, -135.50, -129.99,  16.90,G5,357.79126534,42.7559017, 8.98, 0.711,0.76,0.77,STAR G5,59.1715976331361
HIP 63414,  -48.20,    6.57,  10.95,A3V,306.91556808,58.99620298, 5.79, 0.203,0.22,0.22,STAR A3V,91.324200913242
HIP 48711,  -67.22,   17.02,  10.97,F8,242.20091799,37.60978916, 8.73, 0.664,0.73,0.67,STAR F8,91.1577028258888
HIP 74555, -735.99,  149.76,  36.12,K4V,356.52848674,43.74777471, 9.84, 1.117,1.31,1.31,STAR K4V,27.6854928017719
HIP 108836, -121.12, -188.21,  23.98,,55.51944829,-43.52538875,10.99, 1.140,1.23,1.23,UNIDENTIFIED,41.7014178482068
HIP 74123, -219.60, -163.15,  12.30,,355.29724868,44.66483578,10.49, 0.701,0.75,0.76,UNIDENTIFIED,81.3008130081301
HIP 5845,  -26.44,  -18.26,  15.12,G0,137.51069539,-65.98323877, 9.12, 0.629,0.7,0.68,STAR G0,66.1375661375661
HIP 59422, -102.42,  -62.33,  19.90,F5,284.02164633,57.61426688, 6.95, 0.450,0.52,0.52,STAR F5,50.251256281407
HIP 78513,  -76.23,   30.07,  18.14,F2,6.53914129,34.70339959, 6.87, 0.395,0.46,0.47,STAR F2,55.1267916207277
HIP 1866,  250.60,  -56.35,  20.90,,105.85752891,-65.70899079,10.66, 1.099,1.17,1.17,UNIDENTIFIED,47.8468899521531
HIP 55057, -196.90,   -3.82,  17.01,K0,262.63845569,51.50845419, 8.94, 0.729,0.78,0.78,STAR K0,58.7889476778366
HIP 41211, -211.00,  -25.83,  36.75,F3V,227.4943625,18.73904202, 5.61, 0.478,0.56,0.56,STAR F3V,27.2108843537415
HIP 20242,  -10.23, -318.42,  14.79,G0,197.29787383,-35.03831813, 7.87, 0.654,0.72,0.72,STAR G0,67.6132521974307
HIP 20507,  -47.92,  -56.73,  15.66,A2V,197.82455922,-34.29794124, 5.17, 0.072,0.1,0.1,STAR A2V,63.8569604086845
HIP 49986, -152.93, -242.90, 127.99,M3,245.49453454,40.74270769, 9.26, 1.487,2.18,2.18,STAR M3,7.81311039924994
HIP 51302,    0.69,  -28.28,  13.38,A1sp...,249.24550293,43.76133609, 6.05, 0.059,0.07,0.06,STAR A1,74.7384155455904
HIP 57456,   19.36,  -38.50,  16.05,F2,273.59518962,55.39722326, 7.57, 0.396,0.46,0.51,STAR F2,62.3052959501558
HIP 29575,  -18.42,   20.25,  10.36,G8III,211.99441329,-10.05247847, 5.83, 0.910,0.93,0.93,STAR G8III,96.5250965250965
HIP 95494,  -44.66,  -77.61,  10.62,G5,33.47126671,-9.26458028, 8.59, 0.679,0.74,0.65,STAR G5,94.1619585687382
HIP 23116,   78.36,   48.37,  20.13,F5,202.77820937,-26.74687764, 6.97, 0.516,0.59,0.59,STAR F5,49.6770988574267
HIP 70556,  -24.16,    4.48,  10.19,A3,343.06306425,51.63891272, 8.14, 0.352,0.41,0.39,STAR A3,98.135426889107
HIP 13717,  -35.75,  -43.31,  17.28,A3Vn,180.35722013,-52.03746491, 5.16, 0.084,0.1,0.1,STAR A3V,57.8703703703704
HIP 35231,  139.10, -119.13,  13.87,F5,219.14820259,3.95172191, 7.66, 0.510,0.58,0.58,STAR F5,72.0980533525595
HIP 79593,  -45.83, -142.91,  19.16,M1III,8.84334999,32.19672865, 2.73, 1.584,1.82,1.82,STAR M1III,52.1920668058455
HIP 74464,  -97.55,  -48.45,  12.11,G5,356.39351167,43.99965129, 8.01, 0.699,0.76,0.76,STAR G5,82.5763831544179
HIP 33405,  -27.13,  -20.62,  10.91,F0,216.8357514,-0.47858764, 7.13, 0.418,0.48,0.48,STAR F0,91.6590284142988
HIP 88175,  154.17,  -44.43,  43.11,F3V,23.73360507,9.58419051, 4.62, 0.390,0.45,0.45,STAR F3V,23.1964741359313
HIP 48477, -103.34, -460.01,  63.81,M0,241.514299,37.11933314,10.53, 1.503,2.26,2.26,STAR M0,15.6715248393669
HIP 39079,  -55.17,   -1.84,  13.06,K2III,224.23806714,13.38618807, 4.93, 1.205,1.22,1.22,STAR K2III,76.5696784073507
HIP 13986,  -32.81,    3.73,  13.05,F5,181.23137273,-51.35325001, 7.76, 0.432,0.5,0.57,STAR F5,76.6283524904214
HIP 25878,  763.05,-2092.89, 175.72,M1V,206.92897897,-19.4468546, 7.97, 1.474,2.08,2.08,STAR M1V,5.69087184156613
HIP 35173,  105.22,  -50.85,  29.25,K2V,219.02607159,3.81484363, 9.01, 1.010,1.05,1.05,STAR K2V,34.1880341880342
HIP 102679,  158.55, -152.67,  11.88,,43.68817637,-27.57970995,11.76, 1.364,1.6,1.6,UNIDENTIFIED,84.1750841750842
HIP 53093, -161.37,   94.25,  10.39,K0,255.1108168,47.78318729, 9.16, 0.587,0.66,0.66,STAR K0,96.2463907603465
HIP 55084, -108.15,  -35.76,  16.69,A7IVn,262.66173402,51.65343545, 4.45, 0.210,0.25,0.25,STAR A7IV,59.9161174355902
HIP 92200, -132.61, -273.46,  70.80,K5,29.23934247,-0.77405467, 8.81, 1.295,1.5,1.5,STAR K5,14.1242937853107
HIP 29461,   -4.80,   14.48,  14.41,G5,211.73317583,-10.32764253, 7.82, 0.792,0.82,0.8,STAR G5,69.3962526023595
HIP 10416,  -12.05, -217.70,  43.73,K2,166.6179285,-59.2921405, 8.55, 1.055,1.11,1.11,STAR K2,22.8675966155957
HIP 569, -123.77, -222.42,  18.71,G0,96.64738379,-64.20053575, 8.23, 0.580,0.65,0.65,STAR G0,53.4473543559594
HIP 76528,  -31.16,  -50.60,  10.74,F8,2.03435779,39.47515795, 8.00, 0.559,0.63,0.63,STAR F8,93.1098696461825
HIP 1825,    3.81,   -8.79,  12.25,F5,105.64884535,-65.519517, 8.57, 0.529,0.6,0.6,STAR F5,81.6326530612245
HIP 58132,   39.15,  -40.67,  13.12,G0,277.02307599,56.42690205, 8.77, 0.617,0.69,0.7,STAR G0,76.219512195122
HIP 108754,   66.78,   30.16,  10.52,F8,55.53406538,-43.19513958, 8.67, 0.525,0.6,0.55,STAR F8,95.0570342205323
HIP 18102,  -24.93,  -38.07,  12.53,F5,192.40841114,-40.90287342, 7.73, 0.533,0.61,0.61,STAR F5,79.8084596967279
HIP 37349,   69.66, -277.94,  70.44,K2V,221.75888493,9.09972924, 7.18, 0.891,1.01,1.01,STAR K2V,14.1964792731403
HIP 2762,  407.68,  -36.47,  47.51,F8V...,112.89681318,-66.14848052, 5.20, 0.567,0.64,0.64,STAR F8V,21.0482003788676
HIP 80616,   29.40,  -63.15,  23.38,K4,11.15465247,29.53332818,10.81, 1.150,1.25,1.25,STAR K4,42.7715996578272
HIP 90174,  -16.78,  -47.43,  15.10,F6III-IV,26.60589502,4.43684647, 6.36, 0.351,0.41,0.4,STAR F6III,66.2251655629139
HIP 61608, -117.18, -130.80,  16.95,G5,296.15920553,59.11515787, 8.79, 0.678,0.74,0.74,STAR G5,58.9970501474926
HIP 26624,   -3.88,    2.10,  24.16,A8Vs,207.80678278,-17.6102735, 5.99, 0.294,0.34,0.31,STAR A8V,41.3907284768212
HIP 12048, -156.89, -437.06,  27.85,G5IV,173.93909153,-55.77751673, 6.83, 0.670,0.73,0.73,STAR G5IV,35.9066427289048
HIP 102394, -144.84, -207.78,  20.89,,43.32621044,-26.77530841,10.43, 1.101,1.18,1.18,UNIDENTIFIED,47.8697941598851
HIP 118209,  -56.52,  -72.34,  14.58,G9III,92.51205452,-63.26763815, 4.88, 0.930,0.92,0.92,STAR G9III,68.5871056241427
HIP 111965,  -11.22,  -43.17,  29.86,F6V,64.27064423,-50.90478467, 6.32, 0.520,0.63,0.63,STAR F6V,33.4896182183523
HIP 62875, -263.79,   -3.45,  30.75,F5V,303.78791194,59.31574936, 6.11, 0.493,0.57,0.57,STAR F5V,32.520325203252
HIP 63099, -120.27,   16.39,  19.17,F5,305.00727503,59.30393707, 7.65, 0.472,0.54,0.58,STAR F5,52.1648408972353
HIP 68380,  -29.68,  -56.30,  12.89,F8V,333.83953166,55.16490582, 6.36, 0.486,0.56,0.56,STAR F8V,77.5795190069822
HIP 60750,  118.51,  -93.28,  13.84,,291.12249288,58.77049342,10.42, 0.917,0.96,0.96,UNIDENTIFIED,72.2543352601156
HIP 15880,   -6.80,   23.86,  10.75,F0,186.86834148,-46.50669536, 8.28, 0.400,0.47,0.47,STAR F0,93.0232558139535
HIP 60749,  118.51,  -93.28,  13.84,G5,291.11322356,58.77542264, 8.45, 0.657,0.72,0.72,STAR G5,72.2543352601156
HIP 15247,   77.11,  -45.72,  20.02,F5,185.10661408,-48.06404904, 7.48, 0.534,0.61,0.61,STAR F5,49.95004995005
HIP 66982,  -16.33,  -29.54,  10.10,G0,327.28607012,56.85720385, 8.60, 0.559,0.63,0.63,STAR G0,99.009900990099
HIP 46799,    3.80,  -21.40,  10.26,K0,237.48091837,33.04461624, 7.99, 0.830,0.85,0.81,STAR K0,97.4658869395712
HIP 99815,  -42.70,  -68.33,  17.15,F2,39.55065188,-20.19652452, 7.98, 0.449,0.52,0.52,STAR F2,58.3090379008746
HIP 99816,  -38.51,  -62.53,  14.15,F0,39.55448908,-20.19823312, 6.93, 0.369,0.43,0.43,STAR F0,70.6713780918728
HIP 30181,   18.22,  -33.72,  11.11,F2,212.59251046,-8.36277902, 7.82, 0.385,0.45,0.49,STAR F2,90.00900090009
HIP 15812,   34.28, -132.70,  13.80,G5,186.63900628,-46.65617948, 9.54, 0.743,0.79,0.78,STAR G5,72.463768115942
HIP 25623, -306.64, -797.13,  77.03,K5V,206.39509101,-20.03204745, 7.65, 1.113,1.26,1.26,STAR K5V,12.9819550824354
HIP 114822,  -12.43,   -3.26,  14.09,A3V,74.66147061,-57.09256115, 5.56, 0.062,0.07,0.06,STAR A3V,70.97232079489
HIP 99956,   -4.24, -103.71,  16.51,F5,39.77115839,-20.55949087, 6.93, 0.526,0.6,0.6,STAR F5,60.5693519079346
HIP 27936,   23.33,   28.60,  14.97,F5,209.53087958,-14.20884555, 8.12, 0.543,0.62,0.51,STAR F5,66.8002672010688
HIP 79585,   -6.79,  -92.21,  16.89,G5,9.04250115,32.34057652, 7.97, 0.770,0.81,0.79,STAR G5,59.206631142688
HIP 53765,   63.54,   39.60,  17.55,F8,257.3107219,49.27434114, 7.27, 0.563,0.64,0.64,STAR F8,56.980056980057
HIP 68755, -182.25, -145.23,  14.81,K0,335.65710285,54.70213756,10.36, 0.892,0.93,0.9,STAR K0,67.5219446320054
HIP 87678,   18.46, -144.12,  19.43,F5,23.21545564,11.00622204, 7.32, 0.516,0.59,0.59,STAR F5,51.4668039114771
HIP 30030,   10.65,  -42.47,  20.10,G0,212.31980597,-8.75194021, 7.95, 0.587,0.66,0.69,STAR G0,49.7512437810945
HIP 77516,  -98.07,  -27.41,  20.94,A0V,4.5931536,37.29126406, 3.54,-0.036,-0.03,-0.03,STAR A0V,47.7554918815664
HIP 100720,  -11.39,  -48.37,  10.16,F5,40.87945226,-22.37005928, 8.48, 0.448,0.52,0.5,STAR F5,98.4251968503937
HIP 18098,   -2.19,   15.47,  11.11,F5,192.20533759,-40.80849677, 8.53, 0.512,0.58,0.59,STAR F5,90.00900090009
HIP 10524,   28.22,   14.82,  10.35,G2,166.87728666,-58.89455436, 9.55, 0.610,0.68,0.68,STAR G2,96.6183574879227
HIP 56367, -120.52, -113.46,  29.68,K8,268.21081833,54.11539436,11.29, 1.585,2.57,2.57,STAR K8,33.6927223719677
HIP 105729,   -6.64,  -50.25,  14.03,F0III,49.28591467,-35.3334576, 6.38, 0.334,0.39,0.39,STAR F0III,71.2758374910905
HIP 12247,   38.95,  -44.05,  10.29,G5III:,174.48624865,-55.24993737, 5.65, 1.021,0.95,0.95,STAR G5III,97.1817298347911
HIP 112669,   51.88,  -11.46,  12.63,F8,66.64968871,-52.33597404, 8.58, 0.528,0.6,0.6,STAR F8,79.1765637371338
HIP 45621,   26.01,  -65.85,  30.50,K0,234.95696621,30.20067328, 7.78, 0.869,0.88,0.89,STAR K0,32.7868852459016
HIP 9358,  -36.79,  -13.65,  10.34,A0,160.59179998,-61.10394528, 6.89, 0.337,0.39,0.39,STAR A0,96.7117988394584
HIP 24503,  -46.81,    5.52,  11.15,F8,204.63575901,-22.84810946, 7.72, 0.567,0.64,0.64,STAR F8,89.6860986547085
HIP 72069,  -71.29,   -1.68,  13.96,F2,349.14820406,49.09070393, 7.58, 0.408,0.47,0.47,STAR F2,71.6332378223496
HIP 40732, -232.59,   35.97,  21.41,,226.37631454,17.68354637,11.48, 1.207,1.35,1.35,UNIDENTIFIED,46.7071461933676
HIP 118186,   18.13,  -67.89,  13.92,F8,92.57487843,-63.05651879, 8.40, 0.502,0.57,0.58,STAR F8,71.8390804597701
HIP 112662,  254.12, -109.96,  22.03,,66.6972442,-52.29525402, 9.92, 0.876,0.92,0.89,UNIDENTIFIED,45.3926463912846
HIP 69328,   84.45, -175.95,  15.37,F8...,338.34599915,53.94706493, 7.82, 0.604,0.67,0.67,STAR F8,65.0618087182824
HIP 60956, -328.02, -562.64,  19.20,G7V,292.33273391,59.09238479, 8.99, 0.703,0.79,0.79,STAR G7V,52.0833333333333
HIP 76292,  -94.38,  -74.72,  24.36,G5IV,1.75404759,40.16838097, 8.63, 0.829,0.85,0.89,STAR G5IV,41.0509031198686
HIP 60081,  -54.51,  -47.66,  19.51,G5,287.37201547,58.57553747, 8.01, 0.707,0.76,0.74,STAR G5,51.2557662737058
HIP 69414, -160.71, -322.14,  44.89,G0,338.87390306,53.77957203, 7.05, 0.733,0.78,0.78,STAR G0,22.2766763198931
HIP 92524,    0.60,  -21.29,  11.80,F2III,29.97062173,-1.49694426, 6.08, 0.299,0.34,0.34,STAR F2III,84.7457627118644
HIP 117043,   64.20,  -33.22,  13.55,G0,85.75780772,-61.189276, 8.81, 0.585,0.66,0.62,STAR G0,73.8007380073801
HIP 1691,   27.93,   63.05,  12.60,F8,104.75898855,-65.11201713, 7.36, 0.529,0.6,0.6,STAR F8,79.3650793650794
HIP 111446,  -34.03,    4.98,  14.59,F2,63.02278337,-49.56661533, 7.60, 0.377,0.44,0.49,STAR F2,68.5400959561343
HIP 23935,  -14.16,  -25.42,  10.94,F0V,203.70637687,-24.30782623, 7.22, 0.406,0.47,0.46,STAR F0V,91.4076782449726
HIP 108144,   26.66,  -33.04,  14.35,F5IV,54.49166461,-41.53931584, 6.24, 0.466,0.54,0.54,STAR F5IV,69.6864111498258
HIP 36338,  435.61, -794.36,  79.65,,220.16127652,6.76570812,11.47, 1.486,1.99,1.99,UNIDENTIFIED,12.5549278091651
HIP 1420,  106.06, -102.42,  17.00,,102.84736436,-64.82551289,10.43, 1.000,1.04,1.04,UNIDENTIFIED,58.8235294117647
HIP 27269,   -9.49,   -2.75,  10.77,G0,208.39235168,-15.86160773, 8.49, 1.025,1,0.7,STAR G0,92.8505106778087
HIP 52857,    2.71,   10.03,  12.82,F5,253.83320945,47.55530919, 8.36, 0.503,0.58,0.58,STAR F5,78.003120124805
HIP 113331,   29.27,   15.64,  11.76,A0,69.11780776,-53.71621138, 6.60, 0.218,0.24,0.24,STAR A0,85.0340136054422
HIP 8349,  180.48,  123.46,  12.64,F8,154.71628182,-62.58710847, 8.22, 0.517,0.59,0.59,STAR F8,79.1139240506329
HIP 59843,   12.43,  -69.90,  15.16,F2,285.96732109,58.47350505, 7.46, 0.411,0.48,0.48,STAR F2,65.9630606860158
HIP 40523, -108.55,   13.01,  12.79,F8,225.94764658,17.24202545, 7.16, 0.583,0.63,0.63,STAR F8,78.1860828772479
HIP 100428,  -42.00, -244.22,  14.39,G5,40.66479764,-21.55155327,10.26, 0.814,0.85,0.84,STAR G5,69.4927032661571
HIP 17147,  689.67, -214.34,  41.07,F9V,189.76466091,-43.12030072, 6.68, 0.554,0.66,0.66,STAR F9V,24.3486729973216
HIP 47974,  -15.64,   56.13,  13.57,F2,239.80776842,36.13691855, 7.50, 0.374,0.44,0.48,STAR F2,73.6919675755343
HIP 11689,  -83.95, -153.07,  10.38,G0,172.02261776,-56.29349174, 8.58, 0.628,0.7,0.66,STAR G0,96.3391136801542
HIP 91394,    6.47,   33.59,  20.01,F9IV,28.60197945,1.44020868, 6.49, 0.553,0.64,0.64,STAR F9IV,49.9750124937531
HIP 57609, -197.27, -160.22,  17.18,,273.96775861,56.11605412,10.38, 0.942,0.99,0.99,UNIDENTIFIED,58.2072176949942
